seg_id,cash,interim_cash,existing_asset_pct_to_use,init_assets,init_asset_pct,stat_res_ag38_8d,stat_res_net_ag38_8d,stat_res_stoch_res_unhedged,stat_res_net_stoch_res_unhedged,stat_res_net_stoch_res,stat_res_stoch_res,stat_res_det_res_unhedged,stat_res_det_res,stat_res_net_det_res_unhedged,stat_res_net_det_res,stat_res_cte_adj,stat_res_cte_adj_unfloored,stat_res_cte_adj_unfloored_unhedged,stat_res_cte_be,stat_res_cte_buffer,stat_res_cte_buffer_unhedged,stat_res_net_cte_adj,stat_res_net_cte_adj_unfloored,stat_res_net_cte_adj_unfloored_unhedged,stat_res_net_cte_be,stat_res_net_cte_buffer,stat_res_net_cte_buffer_unhedged,imr,avr_bond,avr_mtg,avr_stock,avr_other,rbc_c1,rbc_c3_stoch_amt_unhedged,rbc_c3_stoch_amt,rbc_c3_std_scen_amt_unhedged,rbc_c3_hedge_offset,rbc_cash,undistrib_earnings,free_surp,tax_capzd_prem_amortzn_sched,imr_first_yr_amortzn,imr_amortzn_amt,realzd_cap_gain_res_ytd,reins_realzd_cap_gain_res_ytd,realzd_cap_gain_tgt_cap_ytd,realzd_cap_gain_undistrib_earnings_ytd,realzd_cap_gain_free_surp_ytd,tax_bk_prof_ytd,tax_tgt_cap_ytd,tax_free_surp_ytd,taxable_inc_bk_prof_ytd,taxable_inc_tgt_cap_ytd,taxable_inc_free_surp_ytd,taxable_inc_carryfwd_avail,earnings_accum,tax_earnings_accum_ytd,taxable_inc_earnings_accum_ytd,bk_prof_bef_tax_qtd,bk_prof_bef_tax_ytd,bk_prof_aft_tax_qtd,bk_prof_aft_tax_ytd,gaap_inc_bef_tax_qtd,gaap_inc_bef_tax_ytd,gaap_inc_aft_tax_qtd,gaap_inc_aft_tax_ytd,asset_yld,asset_yld_less_dflt,asset_yld_less_dflt_inv,asset_yld_inv_adj_aig,pv_claims_determinstic
Seg,-15510.169400150762,0.000000000000,1.000000000000,1191825.116308733821,1.001894956910,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,11141.333857701944,0.000000000000,0.000000000000,0.000000000000,0.000000000000,24641.302379102777,0.000000000000,0.000000000000,0|0|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|1267.933333333333|633.9666666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|13.16869432308069|,0|0|0|349.40331070882|325.0058026694393|265.5270603004703|201.7133682660381|136.6954836345025|96.11555811115313|80.79030482912447|65.55231403512055|48.21323379381078|30.87415355250101|23.34242064352349|24.07187128863368|24.8013219337438|24.8013219337438|26.26022322396394|26.98967386907414|27.71912451418424|28.44857515929432|29.90747644951454|29.90747644951458|31.36637773973477|32.09582838484487|33.55472967506512|33.55472967506512|35.74308161039543|32.09582838484489|25.53077257885389|18.23626612775278|11.67121032176178|3.647253225550556|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2787.248269243667,0.000000000000,114.587865047670,0.000000000000,0.000000000000,-8432.862125211104,488.482049290737,0.000000000000,-40156.486310529071,2326.104996622557,0.000000000000,0.000000000000,20423.516065189309,-91.223441615137,-434.397341024464,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.062610347716,0.062610347716,0.062610347716,0.061561143958,0.000000000000
