Opt Type,,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,SecureRateCliquet,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,CS_GMAB,5YR_COMBO,5YR_COMBO,PAR_GMAB,PAR_GMAB,PAR_GMAB,TRIG_GMAB,TRIG_GMAB,TRIG_GMAB
Date,,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407,20260407
Index,,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP
SC period,,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5
Sprd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Strike,,0.01,0.02,0.04,0.08,0.12,0.16,0.24,0.4,0.01,0.02,0.04,0.08,0.12,0.16,0.24,0.4,0.01,0.02,0.04,0.06,0.08,0.01,0.02,0.04,0.06,0.08,0.01,0.02,0.04,0.06,0.08,0.01,0.02,0.04,0.06,0.08,0.01,0.02,0.04,0.06,0.08,0.01,0.02,0.04,0.06,0.08,0.6,0.7,0,0,0,0.01,0.02,0.04
Part,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.5,1,1,1,1
Scen,Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0.030120008,0.060486373,0.12170331,0.24401425,0.36164916,0.4686983,0.6286044,0.7176682,0.039427273,0.07976496,0.16284993,0.33573747,0.51050365,0.6767932,0.939605,1.0984809,0.01335423,0.004531563,0.00153878,0.00153878,0.00153878,0.053277332,0.026692802,0.009237659,0.00550898,0.003077564,0.09497588,0.0647135,0.026675612,0.014238448,0.010509751,0.016131572,0.00396002,0.001129516,0.000509779,0.000509779,0.06838173,0.031910848,0.0080867,0.003762107,0.002508605,0.12228622,0.08201202,0.027722873,0.01268779,0.006394698,0.033043106,0.052240694,0.01813533,0.002140073,0.00023519,0.061520547,0.039315623,0.013680652
1,1,0.029661708,0.059483606,0.11933017,0.23765153,0.34960303,0.4495997,0.5908512,0.67675877,0.03914426,0.07910371,0.16110265,0.33029023,0.49909666,0.65736926,0.89744985,1.0508868,0.013969698,0.004682429,0.001648201,0.001558009,0.001558009,0.054426573,0.027978392,0.009555065,0.005920191,0.003545634,0.096470706,0.066671036,0.02800138,0.014746377,0.011111516,0.016770337,0.004182804,0.001199773,0.000545827,0.000519355,0.06977152,0.033245306,0.00856591,0.003908624,0.00266685,0.12422948,0.084314615,0.029219847,0.013474529,0.006802833,0.034042636,0.053820936,0.01868391,0.002204809,0.000242305,0.063381498,0.040504892,0.014094482
1,2,0.030065015,0.060324755,0.12116129,0.24199796,0.35726884,0.46136484,0.61244786,0.7053078,0.039678067,0.08021259,0.16350311,0.3359308,0.50899,0.6725308,0.9252785,1.0879496,0.013999488,0.004791446,0.001682068,0.001630197,0.001630197,0.054729875,0.028015014,0.009773187,0.005954436,0.00360198,0.09712724,0.066935085,0.02818069,0.015073649,0.01125491,0.016902855,0.004243974,0.001226259,0.000558461,0.00054804,0.070380926,0.033481658,0.008681321,0.004037164,0.002725263,0.12541062,0.084930144,0.02944881,0.013640445,0.006848081,0.034177461,0.054034093,0.018757907,0.002213541,0.000243264,0.063632519,0.04066531,0.014150303
