group,seg_id_mp,asset_id_mp,use_mp,category_id_mp,port_defn_mp,sale_class_mp,issue_date_mp,maturity_date_mp,amortzn_start_cy_mp,planned_sale_date_mp,init_par_val_mp,init_cost_basis_mp,init_bk_val_mp,init_mkt_val_mp,pmt_mode_mp,init_pmt_rate_mp,servicing_fee_mp,prin_val_at_issue_mp,prepmt_opt_first_date_mp,prepmt_penalty_defn_mp,balloon_defn_mp,balloon_date_mp,yld_maint_addn_mp,adj_reset_category_id_mp,adj_reset_scen_yr_mp,adj_reset_scen_mult_mp,adj_reset_renewal_addn_mp,adj_next_reset_date_mp,adj_reset_mths_mp,adj_max_incr_per_reset_mp,adj_max_decr_per_reset_mp,adj_min_rate_mp,adj_max_rate_mp,avr_contribn_pct_mp,avr_max_pct_mp,avr_obj_pct_mp,rbc_c1_pct_mp
DEFAULT,Seg,Bond1,No,A,Investment,Available for Sale,1/1/1900,1/1/1900,1900,1/1/9999,0,0,0,0,Monthly,0,0,0,1/1/9999,Not Applicable,No,1/1/9999,0,Govt,0.25,1,0,1/1/9999,12,1,1,0,1,0,0,0,0
